Index,Date,Name,Tweet
97,Wed Apr 29 02:21:06 +0000 2020,Corina Mestre Vilaboy,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
98,Wed Apr 29 02:22:04 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,Durable Immunotherapy Response Estimation by immune profiling and ctDNA-On-treatment (DIRECT-On assay) is a simple blood test that can predict which pts respond to immunotherapy within first 6 months of starting immunotherapy @Barzin_ @Stanford @max_diehn #AACR2020 #AACR20 #LCSM https://t.co/9E8gRBzV8D
99,Wed Apr 29 02:23:42 +0000 2020,Modesto Baño,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
100,Wed Apr 29 02:23:48 +0000 2020,"Tullia Bruno, PhD",Yay B cells!
101,Wed Apr 29 02:23:50 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,"At #AACR20 Dr Creelan presented data on adoptive TIL therapy for NSCLC.  This is a very interesting approach - surgery of a metastatic lesion, ex vivo TIL expansion, nivolumab, lymphodepletion and TIL reinfusion with further nivolumab  #LCSM https://t.co/ECHtoEoJTG"
102,Wed Apr 29 02:24:59 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,The Opening Clinical Plenary Session of the #AACR20 Virtual Meeting I featured two studies that examined strategies to improve responses to BRAF and MEK inhibitors in patients with advanced melanoma. https://t.co/JOey5E72jS
103,Wed Apr 29 02:25:09 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,@theNCI is supporting #COVID19-related research efforts. Program announcements in this tweet. Please contact your program officer. #AACR2020 #AACR20 #LCSM https://t.co/1IKrsqoIJT
104,Wed Apr 29 02:25:10 +0000 2020,ChinaLeonard,Presentan resultados de ensayo clínico CIMAvax en congreso de Asociación para la Investigación del Cáncer en #US. Resultados alentadores de combinar dos inmunoterapias novedosas. @centro_cim @RoswellPark
105,Wed Apr 29 02:25:32 +0000 2020,Bruno Larvol,#AACR20 more on PARP⛔️ #BRCA #DNA-Repair 🧬
106,Wed Apr 29 02:26:02 +0000 2020,Bruno Larvol,High yield data today at #AACR20 coming from my mentors and colleagues here at @MoffittNews #LCSM
107,Wed Apr 29 02:26:24 +0000 2020,Bruno Larvol,The @CancerResrch #TMB Harmonization Project aims to align across panel TMB values estimated with different commercial tests to ensure consistency across TMB values... this effort is key to help identify patients who are more likely to benefit from #immunotherapies #AACR20
108,Wed Apr 29 02:27:52 +0000 2020,Chris Lancashire,Very excited to see our #metanalysis from @ASCO_pubs #JCOGO presented at #AACR20 by @marinagarassino @HornLeora et al. #TERAVOLT team! @tm_parekh @ASCO @AACR @COVID19nCCC https://t.co/iOFHphGBZj
109,Wed Apr 29 02:28:05 +0000 2020,Chris Lancashire,Outstanding thread from @ADesaiMD #COVID19 #AACR20 @COVID19nCCC
110,Wed Apr 29 02:28:18 +0000 2020,Chris Lancashire,"Today’s #AACR20 presentation on #COVID19nCancer (and @CD_AACR paper) is the subject of a @lauriemcginley2 column. 
With a special cameo by @MDAndersonNews All Star physician scientist &amp; cancer survivor @deb_silverman #Bcsm @COVID19nCCC 
https://t.co/HiJ21w6Mq6"
111,Wed Apr 29 02:28:22 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,ctDNA measurement thru liquid biopsy over time (frm FLAURA study) predicts progression-free survival &amp; correlates w/ tumor size in EGFR-mutant NSCLC tx w/ osimertinib. Possibility fr monitoring during #COVID19? Dr. Martin Johnson frm Astra Zeneca #AACR2020 #AACR20 #LCSM https://t.co/5utKOMIMZc
112,Wed Apr 29 02:29:53 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,"CONGRESS | #AACR20 | Caron A Jacobson, @DanaFarber, presents results from ZUMA-6: axi-cel + atezolizumab for refractory DLBCL. ORR was 75% with a 46% CR rate and no significant increase in incidence of AEs #lymsm https://t.co/nARISEHLLb"
113,Wed Apr 29 02:30:01 +0000 2020,Bruno Larvol,.@DavidHongMD: site-agnostic Vivtrakvi (larotrectinib) works better for #cancers with NTRK gene fusions vs other mutations. #AACR20 https://t.co/nvBLhcLfXg
114,Wed Apr 29 02:32:48 +0000 2020,Sara Matar,"Tertiary Lymphoid Structures as biomarkers of response to immunotherapy, live now #AACR20 ! https://t.co/MTsmp8ezB4"
115,Wed Apr 29 02:34:13 +0000 2020,Cancer Research Institute,Still catching up on #AACR20? CRI's @ArthurBrodsky shares highlights in #immunotherapy from Day 1. https://t.co/ep0pAZmNDb
116,Wed Apr 29 02:35:40 +0000 2020,"Nicolas Marcoux MD, FRCPC",Thanks to #AACR20 I don’t feel depressed going through my twitter feed for the first time in weeks!
117,Wed Apr 29 02:36:18 +0000 2020,Linda McNeil Tantawi,"Our @OncoAlert 🚨colleague @itsnot_pink live from #AACR20 discussing EMBRACA trial led by @MDAndersonNews .Advanced #breastcancer patients w/ #BRCA mutation, talazoparib did not see improved OS compared to #chemotherapy 
However did see improved QOL‼️#BCSM
edited: @weoncologists https://t.co/9aMaP9tnXK"
118,Wed Apr 29 02:36:55 +0000 2020,Rodrigo Nunes Cal,"As a phenomenal 1st part of #AACR20 wraps up, WE at @OncoAlert 🚨Congratulate &amp; thank @AACR for putting together a phenomenal meeting, you are all pioneers and the Oncology community will build from here.  Thanks to all of our colleagues for the support, stay safe &amp; stay strong‼️ https://t.co/T8Cg4ptdzN"
119,Wed Apr 29 02:37:31 +0000 2020,Rodrigo Nunes Cal,#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience
120,Wed Apr 29 02:38:06 +0000 2020,Maray Pons,Collaboration #Cuba #US presenting encouraging results of #immunotherapy combination CIMAvax/nivolumab for the treatment of cancer. @centro_cim @RoswellPark
121,Wed Apr 29 02:38:44 +0000 2020,Eliane Táboas Merino,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
122,Wed Apr 29 02:38:59 +0000 2020,Katsuaki Maehara Ph.D. 🇯🇵,Dear #AACR20 We're #OncoAlert ⚕️: @CharuAggarwalMD @Alfdoc2 @Tony_Calles @agrothey @JTrentMDPhD @ChristianRolfo @TiansterZhang @StephenVLiu @guiperini @prat_aleix @marklewismd @FAndreMD @weldeiry @BK_radiation @sharp_lena @DrSGraff @DrDanielHeng @MKnoll_MD @marinagarassino
123,Wed Apr 29 02:41:23 +0000 2020,Aniurka Ortiz,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
124,Wed Apr 29 02:43:45 +0000 2020,"Thomas LeBlanc, MD, MA, MHS, FAAHPM","#AACR20 Reminder that #WordsMatter. Just heard ""Many of our pts are metastatic."" Pts don't metastasize. Tumors do. Pts are not their disease so: ""Many of our pts have metastatic dz."" See our lang of respect guide for all speakers at #ASCO20: https://t.co/ne7tIMJLDC #advocacy https://t.co/ZmDYDXNbIP"
125,Wed Apr 29 02:44:34 +0000 2020,Bruno Larvol,"Evidence that supports TMB as a predictive biomarker is mounting, where studies in TMB-high tumors, such as melanoma or lung, reveal that elevated TMB have been associated with clinical benefit from #cancer immunotherapies. #AACR20 @d2merino https://t.co/xC1Qn0XzY9 https://t.co/pOfIKVU8s3"
126,Wed Apr 29 02:44:39 +0000 2020,Bruno Larvol,Great discussion by Dr. Patricia LoRusso @YaleMed on the NTRK treatment landscape -1st and subsequent line treatment options for NTRK-fusion positive cancers. #AACR2020 #AACR20 #LCSM https://t.co/JI9EBc1qht
127,Wed Apr 29 02:46:00 +0000 2020,Bruno Larvol,Larotrectinib shows 95% ORR in patients harboring NTRK1/2/3 gene fusions - would like to see such amazing waterfall plots for other targeted therapies. #AACR20 https://t.co/ufkGDvddCM
128,Wed Apr 29 02:46:06 +0000 2020,mtmdphd,#AACR20. Great news for people living with #cancer during #COVID19 #pandemic: pembrolizumab 400 mg every 6 wks granted accelerated approval by FDA today for all existing indications. #advocacy #PatientExperience https://t.co/IsqKfLCWo0
129,Wed Apr 29 02:46:12 +0000 2020,Bruno Larvol,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
130,Wed Apr 29 02:55:14 +0000 2020,AACR,Today’s @US_FDA approval of an alternative dosing regimen for the immunotherapeutic pembrolizumab was based on results presented at the AACR Virtual Annual Meeting I: https://t.co/B2JeoSAC4N #AACR20
131,Wed Apr 29 02:55:41 +0000 2020,"Gladys Rodriguez,MD","Thank you to the #brainmets working group: @tmprowell, @nlinmd, @EdKimMDLCI, @ASCO, @CancerResrch

Esp important is the rec to incl those vulnerable #patients w/ lepto (LMD) in #ClinicalTrials as a separate cohort. 

Now - how to enforce these guidelines?!

#BCSM #LCSM #MelSM"
132,Wed Apr 29 02:57:59 +0000 2020,Bruno Larvol,Mobo on the move: EGFR exon 20 insertions are a blindspot in targeted therapy options for #NSCLC. Yesterday #Takeda announced #FDA breakthrough for Mobocertinib (TAK-788) in ex20ins mNSCLC. Today at #AACR20 they encored their 2019 #ASCO phase 1/2 data showing a 43% ORR. #lcsm https://t.co/b8JjMMyRIf
133,Wed Apr 29 02:58:19 +0000 2020,Andres Cervantes,#AACR20 @lfspurr from @DanaFarber and @broadinstitute presents on the genomic correlates of PD-L1 expression and response to immunotherapy in NSCLC. You can learn more in this manuscript published in Annals of Oncology: https://t.co/GDcAUJxack #LCSM @GLambertiMD @meyersonlab https://t.co/xahzpzw5EU
134,Wed Apr 29 02:59:40 +0000 2020,Kellischultz1,Another great talk at the #AACR20 Predictive Biomarkers for Immunotherapeutics session on the use of #ctDNA to predict outcomes from immunotherapies earlier than scans based on RECIST criteria. We are also exploring this through a #TumorINFORMED approach. https://t.co/5E4pY8R5fW
135,Wed Apr 29 03:00:04 +0000 2020,Camilo Morón,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
136,Wed Apr 29 03:00:23 +0000 2020,Alireza Mansouri,Still not where we need to be in stufying pts w #brainmets despite so much effort. We need pharma &amp; coop groups to include these pts! #btsm
137,Wed Apr 29 03:00:26 +0000 2020,💖Dariana González Rodríguez💖,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba"
138,Wed Apr 29 03:02:13 +0000 2020,Kellischultz1,"#AACR20👇🏼#TwitterPoll ➡️ #COVID19 &amp; #Cancer #COVIDnCancer. 
Thoughts on minimizing surveillance visits or deciding on who could be spared or prioritized for chemo using #ctDNA #liquidbiopsies for #MinimalResidualDisease #MRD. Access programs available for #cancer ➕home-draw🩸🚑"
139,Wed Apr 29 03:02:26 +0000 2020,MotorCentroCuba,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
140,Wed Apr 29 03:03:22 +0000 2020,RadiOncBOTjp,New data from AACR.  Note that patients w/#cancer who received #radiation did not show statistically significant differences in having any severe events when compared with patients without cancer
141,Wed Apr 29 03:03:45 +0000 2020,RadiOncBOTjp,#AACR20 Hongbing Cai presents data showing cancer patients may be more vulnerable to SARS-COV-2 infection. Data were simultaneously published in Cancer Discovery. @CD_AACR https://t.co/ecP5FskLgQ https://t.co/UDX54MAHdS
142,Wed Apr 29 03:06:15 +0000 2020,"Omar Alhalabi, MD",Never understood that either! @AACR
143,Wed Apr 29 03:08:40 +0000 2020,Dr Caitlin Stewart,Nice thread on the #ctDNA session at virtual #AACR20- thanks @pratt_ed #liquidbiopsy #earlydetection
144,Wed Apr 29 03:10:03 +0000 2020,OncLive.com,TIL Therapy Elicits Encouraging Activity in Advanced NSCLC @MoffittNews @AACR #lcsm #AACR20 https://t.co/qxwMwtrTrR
145,Wed Apr 29 03:10:15 +0000 2020,AACR Foundation,Today’s @US_FDA approval of an alternative dosing regimen for the immunotherapeutic pembrolizumab was based on results presented at the AACR Virtual Annual Meeting I: https://t.co/B2JeoSAC4N #AACR20
146,Wed Apr 29 03:12:14 +0000 2020,guillermo perry moji,Collaboration #Cuba #US presenting encouraging results of #immunotherapy combination CIMAvax/nivolumab for the treatment of cancer. @centro_cim @RoswellPark
147,Wed Apr 29 03:13:20 +0000 2020,Let's Win! Pancreatic Cancer,Please join us June 22-24 for #AACR20 Virtual Annual Meeting II. There will be thousands of proffered papers covering the spectrum of cancer research presented in minisymposia and in an e-poster platform. https://t.co/uizEwfiVlG
148,Wed Apr 29 03:14:06 +0000 2020,CubacooperaQatar,"Instituto Roswell Park de #EEUU, asociado con @BioCubaFarma para investigación, desarrollo y producción de medicamentos, presenta prometedores resultados de ensayo clínico en congreso sobre oncología. Otra demostración del prestigio de nuestra industria farmaceutica. #SomosCuba https://t.co/go7X6uDbsd"
149,Wed Apr 29 03:14:06 +0000 2020,City of Hope Surgery,"#AACR20 is now LIVE. Watch research presentations by City of Hope's Yuman Fong, M.D., the chief of the Department of Surgery; Kimlin Tam Ashing, Ph.D., the founding director of the Center of Community Alliance for Research &amp; Education, and medical oncologist Mihaela Cristea, M.D."
150,Wed Apr 29 03:15:26 +0000 2020,Seth Cohen,"#AACR20 is now LIVE. Watch research presentations by City of Hope's Yuman Fong, M.D., the chief of the Department of Surgery; Kimlin Tam Ashing, Ph.D., the founding director of the Center of Community Alliance for Research &amp; Education, and medical oncologist Mihaela Cristea, M.D."
151,Wed Apr 29 03:20:02 +0000 2020,Kevin Masukawa,"#AACR20👇🏼#TwitterPoll ➡️ #COVID19 &amp; #Cancer #COVIDnCancer. 
Thoughts on minimizing surveillance visits or deciding on who could be spared or prioritized for chemo using #ctDNA #liquidbiopsies for #MinimalResidualDisease #MRD. Access programs available for #cancer ➕home-draw🩸🚑"
152,Wed Apr 29 03:20:42 +0000 2020,TaraMcG,Another great talk at the #AACR20 Predictive Biomarkers for Immunotherapeutics session on the use of #ctDNA to predict outcomes from immunotherapies earlier than scans based on RECIST criteria. We are also exploring this through a #TumorINFORMED approach. https://t.co/5E4pY8R5fW
